中国,#genre#
英国|Skysports F1,http://127.0.0.1:8066/smart.php?id=tiankongf1
英国|Skysports Cricket,http://127.0.0.1:8066/smart.php?id=tiankongcricket
英国|Bloomberg News,http://127.0.0.1:8066/smart.php?id=bloomberg_twn
英国|Skysports EPL,http://127.0.0.1:8066/smart.php?id=tiankongepl
英国|Skysports Main Event,http://127.0.0.1:8066/smart.php?id=tiankongmain
英国|Skysports News,http://127.0.0.1:8066/smart.php?id=tiankongnews
英国|Al-Jazeera,http://127.0.0.1:8066/smart.php?id=aljazeera_twn

越南,#genre#
越南|ANTV,http://127.0.0.1:8066/smart.php?id=viet_antv
越南|VTV 1,http://127.0.0.1:8066/smart.php?id=viet_vtv1
越南|VTV 7,http://127.0.0.1:8066/smart.php?id=viet_vtv7
越南|HTV 7,http://127.0.0.1:8066/smart.php?id=viet_htv7
越南|HTV 9,http://127.0.0.1:8066/smart.php?id=viet_htv9
越南|BPTV 2,http://127.0.0.1:8066/smart.php?id=viet_bptv2
越南|BRT HD,http://127.0.0.1:8066/smart.php?id=viet_brt
越南|Ca Mau TV,http://127.0.0.1:8066/smart.php?id=viet_camautv
越南|Danang TV1 HD,http://127.0.0.1:8066/smart.php?id=viet_danangtv1
越南|Danang TV2 HD,http://127.0.0.1:8066/smart.php?id=viet_danangtv2
越南|HBTV HD,http://127.0.0.1:8066/smart.php?id=viet_hbtv
越南|PTTH 1,http://127.0.0.1:8066/smart.php?id=viet_ptth1

韩国,#genre#
韩国|Arirang HD,http://127.0.0.1:8066/smart.php?id=arirang_korea
韩国|Yonhap News,http://127.0.0.1:8066/smart.php?id=yonhapnews_korea
韩国|CBS,http://127.0.0.1:8066/smart.php?id=cbs_korea
韩国|EBS 1,http://127.0.0.1:8066/smart.php?id=ebs1_korea
韩国|EBS2,http://127.0.0.1:8066/smart.php?id=ebs2_korea
韩国|EBS Plus2,http://127.0.0.1:8066/smart.php?id=ebsplus2_korea
韩国|SBS Plus,http://127.0.0.1:8066/smart.php?id=sbsplus_korea
韩国|YTN,http://127.0.0.1:8066/smart.php?id=ytn_korea
韩国|KBS World 24,http://127.0.0.1:8066/smart.php?id=kbsworld24_korea
韩国|YTN Science,http://127.0.0.1:8066/smart.php?id=ytnscience_korea
韩国|YTN Korean,http://127.0.0.1:8066/smart.php?id=ytnkorean_korea
韩国|YTN DMB,http://127.0.0.1:8066/smart.php?id=ytndmb_korea
韩国|Apps TV,http://127.0.0.1:8066/smart.php?id=appongoogle_korea
韩国|All the Kpop,http://127.0.0.1:8066/smart.php?id=allthekpop_korea
韩国|J the Kpop,http://127.0.0.1:8066/smart.php?id=jthekpop_korea
韩国|EBS Kids,http://127.0.0.1:8066/smart.php?id=ebskids_korea
韩国|CGNTV,http://127.0.0.1:8066/smart.php?id=cgntv_korea

日本,#genre#
日本|NHK-総合-2,http://127.0.0.1:8066/smart.php?id=nhkg_japan
日本|NHK-E,http://127.0.0.1:8066/smart.php?id=nhke_japan
日本|テレビ朝日 Asahi TV,http://127.0.0.1:8066/smart.php?id=asahitv_japan
日本|JET 綜合,http://127.0.0.1:8066/smart.php?id=jettv_japan
日本|テレビ東京 Tokyo TV,http://127.0.0.1:8066/smart.php?id=tokyotv_japan
日本|TOKYOMX,http://127.0.0.1:8066/smart.php?id=tokyomx_japan
日本|NHKBS1,http://127.0.0.1:8066/smart.php?id=nhkbs1_japan
日本|NHKBSプレミア Premium,http://127.0.0.1:8066/smart.php?id=nhkpremium_japan
日本|BSジャパン 181,http://127.0.0.1:8066/smart.php?id=bs181_japan
日本|BSフジ BS Fuji,http://127.0.0.1:8066/smart.php?id=bsfuji_japan
日本|CNA Japan,http://127.0.0.1:8066/smart.php?id=cna_japan
日本|BS-TBS,http://127.0.0.1:8066/smart.php?id=bstbs_japan
日本|NHK Oaska,http://127.0.0.1:8066/smart.php?id=nhkosaka_japan
日本|NHK World,http://127.0.0.1:8066/smart.php?id=nhkworld_japan

电影频道,#genre#
电影频道|CCTV-6,http://127.0.0.1:8066/smart.php?id=cctv6
电影频道|AXN Taiwan,http://127.0.0.1:8066/smart.php?id=axn_twn
电影频道|HBO_HD,http://127.0.0.1:8066/smart.php?id=hbohd_twn
电影频道|HBO_HITS,http://127.0.0.1:8066/smart.php?id=hbohit_twn
电影频道|CINEMAX,http://127.0.0.1:8066/smart.php?id=cinemax_twn
电影频道|好萊塢電影台,http://127.0.0.1:8066/smart.php?id=hollywoodmovies_twn
电影频道|东森电影,http://127.0.0.1:8066/smart.php?id=ettvmovie
电影频道|东森洋片,http://127.0.0.1:8066/smart.php?id=ettvwestern
电影频道|龙华电影,http://127.0.0.1:8066/smart.php?id=xingwei_movie
电影频道|龙华洋片,http://127.0.0.1:8066/smart.php?id=lunghuawestern_twn
电影频道|龙祥时代,http://127.0.0.1:8066/smart.php?id=lungxiangtime_twn
电影频道|美亚电影,http://127.0.0.1:8066/smart.php?id=meiyamovie_twn
电影频道|卫视电影台,http://127.0.0.1:8066/smart.php?id=weishimovie_twn
电影频道|天映频道,http://127.0.0.1:8066/smart.php?id=Celestial
电影频道|天映频道,http://127.0.0.1:8066/smart.php?id=Celestialindo
电影频道|天映经典,http://127.0.0.1:8066/smart.php?id=Celestial2
电影频道|Animax,http://127.0.0.1:8066/smart.php?id=Animax
电影频道|Movies Now HD,http://127.0.0.1:8066/smart.php?id=moviesnow_raj
电影频道|Star Movies HD,http://127.0.0.1:8066/smart.php?id=starmovies_raj
电影频道|Hits,http://127.0.0.1:8066/smart.php?id=Hits
电影频道|Warner TV,http://127.0.0.1:8066/smart.php?id=WarnerTV
电影频道|HBO HD,http://127.0.0.1:8066/smart.php?id=Hbo
电影频道|HBO Signature,http://127.0.0.1:8066/smart.php?id=Hbosignature
电影频道|HBO Family,http://127.0.0.1:8066/smart.php?id=Hbofamily
电影频道|HBO Hits,http://127.0.0.1:8066/smart.php?id=Hbohitshd
电影频道|Cinemax,http://127.0.0.1:8066/smart.php?id=Cinemax
电影频道|Dreamworks,http://127.0.0.1:8066/smart.php?id=Dreamworks
电影频道|SCM,http://127.0.0.1:8066/smart.php?id=Weishimovie
电影频道|Thrill,http://127.0.0.1:8066/smart.php?id=Thrill
电影频道|Hits Movie,http://127.0.0.1:8066/smart.php?id=Hitsmovie
电影频道|One,http://127.0.0.1:8066/smart.php?id=One
电影频道|tvN Movie,http://127.0.0.1:8066/smart.php?id=Tvnmovie
电影频道|Axn HD,http://127.0.0.1:8066/smart.php?id=Axn
电影频道|Paramount Network,http://127.0.0.1:8066/smart.php?id=Paramountnetwork
电影频道|Astrol Kplus,http://127.0.0.1:8066/smart.php?id=Kplus
电影频道|Rock Actions,http://127.0.0.1:8066/smart.php?id=Rockaction
电影频道|Rock Entertainment,http://127.0.0.1:8066/smart.php?id=Rockentertain

纪录频道,#genre#
纪录频道|Natgeo_HD,http://127.0.0.1:8066/smart.php?id=natgeohd_twn
纪录频道|NatGeo_Wild HD,http://127.0.0.1:8066/smart.php?id=natgeowild_twn
纪录频道|Animal_Planet,http://127.0.0.1:8066/smart.php?id=animalplanet_twn
纪录频道|Discovery Asia,http://127.0.0.1:8066/smart.php?id=discoverytwn_twn
纪录频道|CI,http://127.0.0.1:8066/smart.php?id=ci_twn
纪录频道|Asia Travel,http://127.0.0.1:8066/smart.php?id=asiatravel_twn
纪录频道|Discovery HD,http://127.0.0.1:8066/smart.php?id=discoveryhd_twn
纪录频道|亚洲美食,http://127.0.0.1:8066/smart.php?id=afc_twn
纪录频道|美食星球,http://127.0.0.1:8066/smart.php?id=foodplanet_twn
纪录频道|亚洲TLC,http://127.0.0.1:8066/smart.php?id=tlc_twn
纪录频道|NatGeo HD,http://127.0.0.1:8066/smart.php?id=Natgeo
纪录频道|Fashion TV,http://127.0.0.1:8066/smart.php?id=fashiontv_twn
纪录频道|History,http://127.0.0.1:8066/smart.php?id=History
纪录频道|BBC Earth HD,http://127.0.0.1:8066/smart.php?id=bbcearth_twn
纪录频道|BBC Earth Lifestyle,http://127.0.0.1:8066/smart.php?id=bbclifestyle_twn
纪录频道|MTV Live,http://127.0.0.1:8066/smart.php?id=mtvhd_twn
纪录频道|NatGeo Wild HD,http://127.0.0.1:8066/smart.php?id=Natgeowild
纪录频道|Animal Planet (Eng),http://127.0.0.1:8066/smart.php?id=AnimalPlanet
纪录频道|TLC,http://127.0.0.1:8066/smart.php?id=Tlc
纪录频道|Foodnetwork Hd,http://127.0.0.1:8066/smart.php?id=Foodnetwork
纪录频道|HGTV,http://127.0.0.1:8066/smart.php?id=HGTV
纪录频道|亚洲旅游台,http://127.0.0.1:8066/smart.php?id=asiatravel_twn

新闻频道,#genre#
新闻频道|Skynews,http://127.0.0.1:8066/smart.php?id=skynews_twn
新闻频道|ABC News,http://127.0.0.1:8066/smart.php?id=abcnews_glo
新闻频道|东森财经新闻,http://127.0.0.1:8066/smart.php?id=ettvcaijing_twn
新闻频道|CBS HD,http://127.0.0.1:8066/smart.php?id=cbshd_glo
新闻频道|CBSN HD,http://127.0.0.1:8066/smart.php?id=cbsn_glo
新闻频道|France 24,http://127.0.0.1:8066/smart.php?id=france24_twn
新闻频道|DW (Deutsch),http://127.0.0.1:8066/smart.php?id=dw_twn
新闻频道|NHK World,http://127.0.0.1:8066/smart.php?id=nhkworld_japan
新闻频道|Fox News,http://127.0.0.1:8066/smart.php?id=foxnews_twn
新闻频道|CGTN,http://127.0.0.1:8066/smart.php?id=CGTN
新闻频道|CNN International,http://127.0.0.1:8066/smart.php?id=Cnn
新闻频道|CNN backup,http://127.0.0.1:8066/smart.php?id=cnn_twn
新闻频道|CNBC,http://127.0.0.1:8066/smart.php?id=cnbc_twn
新闻频道|CNA,http://127.0.0.1:8066/smart.php?id=cna
新闻频道|BBC World News,http://127.0.0.1:8066/smart.php?id=bbcnews_twn
新闻频道|BBC World News,http://127.0.0.1:8066/smart.php?id=Bbcnews
新闻频道|Bloomberg News,http://127.0.0.1:8066/smart.php?id=bloomberg_twn
新闻频道|Al-Jazeera,http://127.0.0.1:8066/smart.php?id=aljazeera_twn

儿童频道,#genre#
儿童频道|Baby TV Eng,http://127.0.0.1:8066/smart.php?id=Babytv
儿童频道|CBeebies,http://127.0.0.1:8066/smart.php?id=Cbeebies
儿童频道|Kids TV,http://127.0.0.1:8066/smart.php?id=KidsTV
儿童频道|Momo TV,http://127.0.0.1:8066/smart.php?id=momo1_twn
儿童频道|Animax,http://127.0.0.1:8066/smart.php?id=Animax
儿童频道|Baby TV,http://127.0.0.1:8066/smart.php?id=babytv_twn
儿童频道|MiaoMi,http://127.0.0.1:8066/smart.php?id=MiaoMi
儿童频道|靖天卡通,http://127.0.0.1:8066/smart.php?id=jingtiancartoon_twn
儿童频道|东森幼幼,http://127.0.0.1:8066/smart.php?id=yoyo_twn
儿童频道|Cartoon Network,http://127.0.0.1:8066/smart.php?id=Cn
儿童频道|Nickelodeon,http://127.0.0.1:8066/smart.php?id=Nickelodeon
儿童频道|Nick Jr,http://127.0.0.1:8066/smart.php?id=Nickjr

体育频道,#genre#
体育频道|Astro Premier League 1,http://127.0.0.1:8066/smart.php?id=go_assp1
体育频道|Astro EPL 1 backup,http://127.0.0.1:8066/smart.php?id=go_assp1x
体育频道|Astro Premier League 2,http://127.0.0.1:8066/smart.php?id=go_assp2
体育频道|Astro Grandstand,http://127.0.0.1:8066/smart.php?id=go_assp3
体育频道|Astro Football,http://127.0.0.1:8066/smart.php?id=go_assp4
体育频道|Astro Sports Plus,http://127.0.0.1:8066/smart.php?id=go_sportsplus
体育频道|Astro Badminton 1,http://127.0.0.1:8066/smart.php?id=go_badminton1
体育频道|Astro Badminton 2,http://127.0.0.1:8066/smart.php?id=go_badminton2
体育频道|Astro W-Sports,http://127.0.0.1:8066/smart.php?id=go_assp5
体育频道|Supersports 1,http://127.0.0.1:8066/smart.php?id=Assp1
体育频道|Supersports 2,http://127.0.0.1:8066/smart.php?id=Assp2
体育频道|Supersports 3,http://127.0.0.1:8066/smart.php?id=Assp3
体育频道|Supersports 4,http://127.0.0.1:8066/smart.php?id=Assp4
体育频道|WWE,http://127.0.0.1:8066/smart.php?id=Wwe
体育频道|Fight Sports,http://127.0.0.1:8066/smart.php?id=Fs
体育频道|NBA TV,http://127.0.0.1:8066/smart.php?id=Nba
体育频道|Astro Cricket,http://127.0.0.1:8066/smart.php?id=Acricket
体育频道|Astro Golf,http://127.0.0.1:8066/smart.php?id=Agolf
体育频道|Tnt Sports 1,http://127.0.0.1:8066/smart.php?id=6fac0aaead
体育频道|TNT Sports 2,http://127.0.0.1:8066/smart.php?id=d9a76a79cc
体育频道|TNT Sports 3,http://127.0.0.1:8066/smart.php?id=5fea4d73db
体育频道|TNT Sports 4,http://127.0.0.1:8066/smart.php?id=tntsport4
体育频道|Sony Ten 1,http://127.0.0.1:8066/smart.php?id=ten1_raj
体育频道|Sony Ten 2,http://127.0.0.1:8066/smart.php?id=ten2_raj
体育频道|Sony Ten 3,http://127.0.0.1:8066/smart.php?id=ten3_raj
体育频道|SPOTV 1 HD,http://127.0.0.1:8066/smart.php?id=go_spotv
体育频道|SPO TV 2,http://127.0.0.1:8066/smart.php?id=go_spotv2
体育频道|Skysports F1,http://127.0.0.1:8066/smart.php?id=tiankongf1
体育频道|Skysports Cricket,http://127.0.0.1:8066/smart.php?id=tiankongcricket
体育频道|Skysports EPL,http://127.0.0.1:8066/smart.php?id=tiankongepl
体育频道|Skysports Main Event,http://127.0.0.1:8066/smart.php?id=tiankongmain
体育频道|Skysports News,http://127.0.0.1:8066/smart.php?id=tiankongnews
体育频道|Skysports Mix,http://127.0.0.1:8066/smart.php?id=tiankongmix
体育频道|CCTV-5 体育频道,http://127.0.0.1:8066/smart.php?id=cctv5
体育频道|CCTV-5+ 体育赛事 HD,http://127.0.0.1:8066/smart.php?id=cctv5plus
体育频道|爱尔达体育2台,http://127.0.0.1:8066/smart.php?id=eltasport2_twn
体育频道|爱尔达体育3台,http://127.0.0.1:8066/smart.php?id=eltasport3_twn
体育频道|Rugby Pass TV,http://127.0.0.1:8066/smart.php?id=Rugbypasstv
体育频道|RTM Sports HD,http://127.0.0.1:8066/smart.php?id=Rtmsport
体育频道|Arena,http://127.0.0.1:8066/smart.php?id=Arena
体育频道|Arena 2,http://127.0.0.1:8066/smart.php?id=Arena2
体育频道|BolaArena 1,http://127.0.0.1:8066/smart.php?id=Bolaarena1
体育频道|BolaArena 2,http://127.0.0.1:8066/smart.php?id=Bolaarena2
体育频道|Astro Beinsports 1,http://127.0.0.1:8066/smart.php?id=Astrobein1
体育频道|Astro Beinsports 2,http://127.0.0.1:8066/smart.php?id=Astrobein2
体育频道|Astro Beinsports 3,http://127.0.0.1:8066/smart.php?id=Astrobein3
